2026/05/28 13:15:35 INFO edge-agent starting node_id=DESKTOP-JJ7VQVF interval=5s
2026/05/28 13:16:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=16.53286760833946
2026/05/28 13:16:05 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=22.533944500999294
2026/05/28 13:16:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=53.607369074899545
2026/05/28 13:16:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=75.9607422620699
2026/05/28 13:16:10 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=59.359229560305174
2026/05/28 13:16:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=43.24347870296997
2026/05/28 13:16:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=57.11184870162824
2026/05/28 13:16:15 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=20.99994881467559
2026/05/28 13:16:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=63.90657446729059
2026/05/28 13:16:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=51.99110238676767
2026/05/28 13:16:20 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=36.7648215239215
2026/05/28 13:16:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=41.52072976814466
2026/05/28 13:16:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=17.2071366983413
2026/05/28 13:16:25 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=35.26770709511623
2026/05/28 13:16:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=54.96274752239694
2026/05/28 13:16:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=73.1142533827234
2026/05/28 13:16:30 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=59.34697340406884
2026/05/28 13:16:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=48.14263448318162
2026/05/28 13:16:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=80.98678179405474
2026/05/28 13:16:35 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=23.278198182613707
2026/05/28 13:16:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=42.722503996072255
2026/05/28 13:16:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=33.03127690132325
2026/05/28 13:16:40 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=39.782556213628574
2026/05/28 13:16:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=62.100859379324916
2026/05/28 13:16:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=88.88925238763397
2026/05/28 13:16:45 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=34.35427367684097
2026/05/28 13:16:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=68.02019482687923
2026/05/28 13:16:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=31.274378013400046
2026/05/28 13:16:50 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=72.40053663011665
2026/05/28 13:16:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=41.308831730873216
2026/05/28 13:16:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=31.595324655050298
2026/05/28 13:16:55 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=46.887429301288854
2026/05/28 13:16:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=62.997111086468436
2026/05/28 13:17:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=44.856345766620166
2026/05/28 13:17:00 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=34.37853947822467
2026/05/28 13:17:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=59.45211909608649
2026/05/28 13:17:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=40.999344560335416
2026/05/28 13:17:05 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=21.639381091664564
2026/05/28 13:17:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=42.23979462598822
2026/05/28 13:17:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=17.24651397653245
2026/05/28 13:17:10 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=60.43178616513591
2026/05/28 13:17:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=57.55304152254742
2026/05/28 13:17:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=43.31432748458367
2026/05/28 13:17:15 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=51.10557296671465
2026/05/28 13:17:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=44.61375059744882
2026/05/28 13:17:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=79.1007518145783
2026/05/28 13:17:20 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=56.49864624269564
2026/05/28 13:17:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=48.02391506689703
2026/05/28 13:17:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=30.551060276227602
2026/05/28 13:17:25 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=33.1787108713795
2026/05/28 13:17:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=47.998270004918425
2026/05/28 13:17:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=46.96453649527835
2026/05/28 13:17:30 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=60.28721989271759
2026/05/28 13:17:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=68.95480710863603
2026/05/28 13:17:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=83.06021410994339
2026/05/28 13:17:35 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=25.952489077864193
2026/05/28 13:17:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=59.97414212894251
2026/05/28 13:17:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=73.33623809744915
2026/05/28 13:17:40 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=66.55565111976476
2026/05/28 13:17:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.786839428875034
2026/05/28 13:17:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=40.95442112228484
2026/05/28 13:17:45 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=21.98451174332254
2026/05/28 13:17:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.81499331256412
2026/05/28 13:17:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=47.59303061231469
2026/05/28 13:17:50 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=72.84033918584612
2026/05/28 13:17:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=67.42361714773327
2026/05/28 13:17:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=19.196610055680267
2026/05/28 13:17:55 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=58.08231774762763
2026/05/28 13:17:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=65.10260192694679
2026/05/28 13:18:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=14.05665046911337
2026/05/28 13:18:00 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=31.165812501402556
2026/05/28 13:18:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=45.401306978507996
2026/05/28 13:18:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=61.95116559041456
2026/05/28 13:18:05 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=21.793591509168657
2026/05/28 13:18:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=63.47742687475585
2026/05/28 13:18:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=48.90936633278082
2026/05/28 13:18:10 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=39.60226375299985
2026/05/28 13:18:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=50.03354874137451
2026/05/28 13:18:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=36.42201198462362
2026/05/28 13:18:15 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=23.829047173837342
2026/05/28 13:18:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=46.947886390568804
2026/05/28 13:18:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=53.254427868514995
2026/05/28 13:18:20 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=78.4734733285667
2026/05/28 13:18:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=41.007982771184864
2026/05/28 13:18:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=24.087895932754
2026/05/28 13:18:25 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=33.04725124529258
2026/05/28 13:18:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=53.551249301317036
2026/05/28 13:18:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=50.03357845259799
2026/05/28 13:18:30 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=46.15310785355325
2026/05/28 13:18:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.274280934489006
2026/05/28 13:18:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=54.44916751323498
2026/05/28 13:18:35 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=25.37435432540483
2026/05/28 13:18:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=68.5229457039486
2026/05/28 13:18:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=68.24236714617994
2026/05/28 13:18:40 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=44.92118756871055
2026/05/28 13:18:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=53.45340509783604
2026/05/28 13:18:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=17.991704081137037
2026/05/28 13:18:45 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=72.97850965937106
2026/05/28 13:18:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.23194626359707
2026/05/28 13:18:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=76.08138693224745
2026/05/28 13:18:50 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=63.66560439302716
2026/05/28 13:18:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=40.51170767490882
2026/05/28 13:18:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=28.289521650196406
2026/05/28 13:18:55 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=25.471340658162035
2026/05/28 13:18:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=49.87423819205053
2026/05/28 13:19:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=24.89336398428243
2026/05/28 13:19:00 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=43.479406225582395
2026/05/28 13:19:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=44.68165128441471
2026/05/28 13:19:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=29.265804417966066
2026/05/28 13:19:05 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=28.765880432147682
2026/05/28 13:19:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=42.964268439688425
2026/05/28 13:19:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=25.9163464627121
2026/05/28 13:19:10 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=58.02859767868925
2026/05/28 13:19:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=63.63037404380536
2026/05/28 13:19:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=77.11658672251613
2026/05/28 13:19:15 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=79.27427011482126
2026/05/28 13:19:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=51.205887558822646
2026/05/28 13:19:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=33.97953880905639
2026/05/28 13:19:20 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=59.29574337928126
2026/05/28 13:19:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=64.42639592531063
2026/05/28 13:19:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=83.6291864669921
2026/05/28 13:19:25 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=55.51996899638182
2026/05/28 13:19:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=62.82657622580949
2026/05/28 13:19:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=11.871142958757437
2026/05/28 13:19:30 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=43.38295831066648
2026/05/28 13:19:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=40.22897754358169
2026/05/28 13:19:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=16.11642936718897
2026/05/28 13:19:35 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=74.13410038703415
2026/05/28 13:19:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=60.42449023875586
2026/05/28 13:19:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=74.99944403368227
2026/05/28 13:19:40 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=20.093468672989175
2026/05/28 13:19:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=62.168559760473556
2026/05/28 13:19:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=81.02222068419489
2026/05/28 13:19:45 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=39.80782773611786
2026/05/28 13:19:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=60.12016577420775
2026/05/28 13:19:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=71.30363044596876
2026/05/28 13:19:50 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=61.168610741667095
2026/05/28 13:19:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=56.451917435416235
2026/05/28 13:19:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=23.689442877633347
2026/05/28 13:19:55 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=35.30874879950466
2026/05/28 13:19:55 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=66.81722631306761
2026/05/28 13:20:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=35.87268414023302
2026/05/28 13:20:00 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=76.21163466758003
2026/05/28 13:20:00 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=64.18216303986239
2026/05/28 13:20:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=17.235285314200645
2026/05/28 13:20:05 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=37.27131542105374
2026/05/28 13:20:05 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.83899494305466
2026/05/28 13:20:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=40.148502321139475
2026/05/28 13:20:10 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=33.943489355127994
2026/05/28 13:20:10 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=66.1716037597939
2026/05/28 13:20:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=28.087735982253363
2026/05/28 13:20:15 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=72.31950425618109
2026/05/28 13:20:15 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=41.81979485024306
2026/05/28 13:20:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=53.47265280327936
2026/05/28 13:20:20 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=40.58910114348903
2026/05/28 13:20:20 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=69.6151539721246
2026/05/28 13:20:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=37.038993014366255
2026/05/28 13:20:25 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=73.64927471136562
2026/05/28 13:20:25 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=60.823276006950806
2026/05/28 13:20:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=84.56168690420641
2026/05/28 13:20:30 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=32.554339943388136
2026/05/28 13:20:30 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=64.556527427469
2026/05/28 13:20:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=12.431057912286976
2026/05/28 13:20:35 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=43.38567668208405
2026/05/28 13:20:35 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=47.962604563690505
2026/05/28 13:20:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=85.08696896713401
2026/05/28 13:20:40 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=47.5950997118174
2026/05/28 13:20:40 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=52.98353640442805
2026/05/28 13:20:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=24.007680452436357
2026/05/28 13:20:45 INFO sample entity_type=ram entity_id=DESKTOP-JJ7VQVF:ram0 metric=ram_used_percent value=59.53836431416065
2026/05/28 13:20:45 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_temperature_celsius value=58.07159258681484
2026/05/28 13:20:50 INFO sample entity_type=cpu entity_id=DESKTOP-JJ7VQVF:cpu0 metric=cpu_usage_total_percent value=12.173128969337252
